method,puzzle,step,q,correct
"Q-ascent, lr=0.2",17,5,-7.659191608428955,False
"Q-ascent, lr=0.2",17,6,-7.3117194175720215,False
"Q-ascent, lr=0.2",18,1,-8.452342987060547,False
"Q-ascent, lr=0.2",18,2,-9.48461627960205,False
"Q-ascent, lr=0.2",18,3,-10.020044326782227,False
"Q-ascent, lr=0.2",18,4,-10.127793312072754,False
"Q-ascent, lr=0.2",18,5,-9.971725463867188,False
"Q-ascent, lr=0.2",18,6,-10.076416969299316,False
"Q-ascent, lr=0.2",19,1,-9.727229118347168,False
"Q-ascent, lr=0.2",19,2,-8.825309753417969,False
"Q-ascent, lr=0.2",19,3,-9.484107971191406,False
"Q-ascent, lr=0.2",19,4,-8.28514289855957,False
"Q-ascent, lr=0.2",19,5,-6.597021579742432,False
"Q-ascent, lr=0.2",19,6,-8.439315795898438,False
"Q-ascent, lr=0.2",20,1,-3.326968193054199,False
"Q-ascent, lr=0.2",20,2,-6.402242183685303,False
"Q-ascent, lr=0.2",20,3,-6.346121788024902,False
"Q-ascent, lr=0.2",20,4,-7.4475555419921875,False
"Q-ascent, lr=0.2",20,5,-9.45235538482666,False
"Q-ascent, lr=0.2",20,6,-7.12603235244751,False
"Q-ascent, lr=0.2",21,1,-11.57863998413086,False
"Q-ascent, lr=0.2",21,2,-10.778675079345703,False
"Q-ascent, lr=0.2",21,3,-10.737499237060547,False
"Q-ascent, lr=0.2",21,4,-10.791074752807617,False
"Q-ascent, lr=0.2",21,5,-10.81483268737793,False
"Q-ascent, lr=0.2",21,6,-10.642226219177246,False
"Q-ascent, lr=0.2",22,1,-7.6021223068237305,True
"Q-ascent, lr=0.2",22,2,-2.4268603324890137,True
"Q-ascent, lr=0.2",22,3,8.104604721069336,True
"Q-ascent, lr=0.2",22,4,8.031970024108887,True
"Q-ascent, lr=0.2",22,5,8.04194450378418,True
"Q-ascent, lr=0.2",22,6,8.018716812133789,True
"Q-ascent, lr=0.2",23,1,-8.884506225585938,False
"Q-ascent, lr=0.2",23,2,-7.856298446655273,False
"Q-ascent, lr=0.2",23,3,-8.526628494262695,False
"Q-ascent, lr=0.2",23,4,-8.658550262451172,False
"Q-ascent, lr=0.2",23,5,-8.559080123901367,False
"Q-ascent, lr=0.2",23,6,-8.581640243530273,False
"Q-ascent, lr=0.2",24,1,-9.255556106567383,False
"Q-ascent, lr=0.2",24,2,-8.095650672912598,False
"Q-ascent, lr=0.2",24,3,-8.125692367553711,False
"Q-ascent, lr=0.2",24,4,-8.934961318969727,False
"Q-ascent, lr=0.2",24,5,-9.213851928710938,False
"Q-ascent, lr=0.2",24,6,-9.13505744934082,False
"Q-ascent, lr=0.2",25,1,-9.672490119934082,False
"Q-ascent, lr=0.2",25,2,-9.556708335876465,False
"Q-ascent, lr=0.2",25,3,-9.696244239807129,False
"Q-ascent, lr=0.2",25,4,-9.72266960144043,False
"Q-ascent, lr=0.2",25,5,-10.207608222961426,False
"Q-ascent, lr=0.2",25,6,-9.907267570495605,False
"Q-ascent, lr=0.2",26,1,-3.7313783168792725,True
"Q-ascent, lr=0.2",26,2,3.7390499114990234,True
"Q-ascent, lr=0.2",26,3,7.402924537658691,True
"Q-ascent, lr=0.2",26,4,7.423349380493164,True
"Q-ascent, lr=0.2",26,5,7.429289817810059,True
"Q-ascent, lr=0.2",26,6,7.421834945678711,True
"Q-ascent, lr=0.2",27,1,-9.26242446899414,False
"Q-ascent, lr=0.2",27,2,-9.19936466217041,False
"Q-ascent, lr=0.2",27,3,-10.563626289367676,False
"Q-ascent, lr=0.2",27,4,-10.123445510864258,False
"Q-ascent, lr=0.2",27,5,-9.0587158203125,False
"Q-ascent, lr=0.2",27,6,-10.397639274597168,False
"Q-ascent, lr=0.2",28,1,-9.259038925170898,False
"Q-ascent, lr=0.2",28,2,-10.706241607666016,False
"Q-ascent, lr=0.2",28,3,-10.271698951721191,False
"Q-ascent, lr=0.2",28,4,-10.847677230834961,False
"Q-ascent, lr=0.2",28,5,-10.743179321289062,False
"Q-ascent, lr=0.2",28,6,-10.133512496948242,False
"Q-ascent, lr=0.2",29,1,-7.43401575088501,False
"Q-ascent, lr=0.2",29,2,-7.291506767272949,False
"Q-ascent, lr=0.2",29,3,-7.767528533935547,False
"Q-ascent, lr=0.2",29,4,-7.157657623291016,False
"Q-ascent, lr=0.2",29,5,-7.518817901611328,False
"Q-ascent, lr=0.2",29,6,-6.989734172821045,False
"Q-ascent, lr=0.2",30,1,-6.712646484375,False
"Q-ascent, lr=0.2",30,2,-9.107718467712402,False
"Q-ascent, lr=0.2",30,3,-8.559835433959961,False
"Q-ascent, lr=0.2",30,4,-9.342494010925293,False
"Q-ascent, lr=0.2",30,5,-8.285863876342773,False
"Q-ascent, lr=0.2",30,6,-8.933856964111328,False
"Q-ascent, lr=0.2",31,1,-10.483333587646484,False
"Q-ascent, lr=0.2",31,2,-10.59929084777832,False
"Q-ascent, lr=0.2",31,3,-10.783946990966797,False
"Q-ascent, lr=0.2",31,4,-10.13003158569336,False
"Q-ascent, lr=0.2",31,5,-10.287728309631348,False
"Q-ascent, lr=0.2",31,6,-10.082843780517578,False
"Q-ascent, lr=0.2",32,1,-4.2784857749938965,False
"Q-ascent, lr=0.2",32,2,-5.444796562194824,False
"Q-ascent, lr=0.2",32,3,-5.8027191162109375,False
"Q-ascent, lr=0.2",32,4,-6.363345146179199,False
"Q-ascent, lr=0.2",32,5,-6.48787784576416,False
"Q-ascent, lr=0.2",32,6,-8.11758804321289,False
"Q-ascent, lr=0.2",33,1,-8.060344696044922,False
"Q-ascent, lr=0.2",33,2,-8.655613899230957,False
"Q-ascent, lr=0.2",33,3,-8.720606803894043,False
"Q-ascent, lr=0.2",33,4,-8.841611862182617,False
"Q-ascent, lr=0.2",33,5,-8.90969467163086,False
"Q-ascent, lr=0.2",33,6,-8.645849227905273,False
"Q-ascent, lr=0.2",34,1,-8.053080558776855,False
"Q-ascent, lr=0.2",34,2,-7.834413528442383,False
"Q-ascent, lr=0.2",34,3,-8.978358268737793,False
"Q-ascent, lr=0.2",34,4,-9.110893249511719,False
"Q-ascent, lr=0.2",34,5,-8.805913925170898,False
"Q-ascent, lr=0.2",34,6,-8.796178817749023,False
"Q-ascent, lr=0.2",35,1,-7.2946577072143555,False
"Q-ascent, lr=0.2",35,2,-10.093271255493164,False
"Q-ascent, lr=0.2",35,3,-10.05874252319336,False
"Q-ascent, lr=0.2",35,4,-10.354774475097656,False
"Q-ascent, lr=0.2",35,5,-9.649255752563477,False
"Q-ascent, lr=0.2",35,6,-10.398489952087402,False
"Q-ascent, lr=0.2",36,1,-9.000404357910156,False
"Q-ascent, lr=0.2",36,2,-8.102381706237793,False
"Q-ascent, lr=0.2",36,3,-7.628879547119141,False
"Q-ascent, lr=0.2",36,4,-8.560430526733398,False
"Q-ascent, lr=0.2",36,5,-7.842177391052246,False
"Q-ascent, lr=0.2",36,6,-8.755178451538086,False
"Q-ascent, lr=0.2",37,1,-9.809684753417969,False
"Q-ascent, lr=0.2",37,2,-9.879697799682617,False
"Q-ascent, lr=0.2",37,3,-9.82327651977539,False
"Q-ascent, lr=0.2",37,4,-9.930804252624512,False
"Q-ascent, lr=0.2",37,5,-10.16440200805664,False
"Q-ascent, lr=0.2",37,6,-10.006017684936523,False
"Q-ascent, lr=0.2",38,1,-7.265491485595703,False
"Q-ascent, lr=0.2",38,2,-7.556365966796875,False
"Q-ascent, lr=0.2",38,3,-8.268623352050781,False
"Q-ascent, lr=0.2",38,4,-7.738401889801025,False
"Q-ascent, lr=0.2",38,5,-8.483001708984375,False
"Q-ascent, lr=0.2",38,6,-7.640525817871094,False
"Q-ascent, lr=0.2",39,1,-10.282207489013672,True
"Q-ascent, lr=0.2",39,2,-7.149409294128418,True
"Q-ascent, lr=0.2",39,3,-10.162303924560547,True
"Q-ascent, lr=0.2",39,4,-9.035439491271973,True
"Q-ascent, lr=0.2",39,5,-8.288019180297852,True
"Q-ascent, lr=0.2",39,6,7.901219367980957,True
"Q-ascent, lr=0.2",40,1,-9.05157470703125,False
"Q-ascent, lr=0.2",40,2,-6.037001132965088,False
"Q-ascent, lr=0.2",40,3,-7.23783540725708,False
"Q-ascent, lr=0.2",40,4,-7.117192268371582,False
"Q-ascent, lr=0.2",40,5,-6.74299430847168,False
"Q-ascent, lr=0.2",40,6,-6.367517948150635,False
"Q-ascent, lr=0.2",41,1,-6.871249198913574,False
"Q-ascent, lr=0.2",41,2,-9.393486022949219,False
"Q-ascent, lr=0.2",41,3,-10.277276039123535,False
"Q-ascent, lr=0.2",41,4,-10.608173370361328,False
"Q-ascent, lr=0.2",41,5,-9.342561721801758,False
"Q-ascent, lr=0.2",41,6,-10.777718544006348,False
"Q-ascent, lr=0.2",42,1,-4.853404998779297,True
"Q-ascent, lr=0.2",42,2,-6.337741851806641,True
"Q-ascent, lr=0.2",42,3,-4.763775825500488,True
"Q-ascent, lr=0.2",42,4,-1.9610004425048828,True
"Q-ascent, lr=0.2",42,5,7.314034461975098,True
"Q-ascent, lr=0.2",42,6,7.317835807800293,True
"Q-ascent, lr=0.2",43,1,-7.677443027496338,False
"Q-ascent, lr=0.2",43,2,-10.217546463012695,False
"Q-ascent, lr=0.2",43,3,-9.803260803222656,False
"Q-ascent, lr=0.2",43,4,-10.149527549743652,False
"Q-ascent, lr=0.2",43,5,-10.460410118103027,False
"Q-ascent, lr=0.2",43,6,-10.294856071472168,False
"Q-ascent, lr=0.2",44,1,-11.314401626586914,False
"Q-ascent, lr=0.2",44,2,-10.639053344726562,False
"Q-ascent, lr=0.2",44,3,-10.560129165649414,False
"Q-ascent, lr=0.2",44,4,-10.734953880310059,False
"Q-ascent, lr=0.2",44,5,-9.678543090820312,False
"Q-ascent, lr=0.2",44,6,-11.437690734863281,False
"Q-ascent, lr=0.2",45,1,-10.726725578308105,False
"Q-ascent, lr=0.2",45,2,-10.612175941467285,False
"Q-ascent, lr=0.2",45,3,-10.46495246887207,False
"Q-ascent, lr=0.2",45,4,-9.869071960449219,False
"Q-ascent, lr=0.2",45,5,-10.122721672058105,False
"Q-ascent, lr=0.2",45,6,-9.520783424377441,False
"Q-ascent, lr=0.2",46,1,-10.439506530761719,False
"Q-ascent, lr=0.2",46,2,-10.984821319580078,False
"Q-ascent, lr=0.2",46,3,-10.81430435180664,False
"Q-ascent, lr=0.2",46,4,-11.363730430603027,False
"Q-ascent, lr=0.2",46,5,-10.660122871398926,False
"Q-ascent, lr=0.2",46,6,-11.186347961425781,False
"Q-ascent, lr=0.2",47,1,-12.019885063171387,False
"Q-ascent, lr=0.2",47,2,-10.688910484313965,False
"Q-ascent, lr=0.2",47,3,-10.774955749511719,False
"Q-ascent, lr=0.2",47,4,-10.497568130493164,False
"Q-ascent, lr=0.2",47,5,-10.851970672607422,False
"Q-ascent, lr=0.2",47,6,-11.083072662353516,False
"Q-ascent, lr=0.2",48,1,-10.26095199584961,False
"Q-ascent, lr=0.2",48,2,-9.997116088867188,False
"Q-ascent, lr=0.2",48,3,-10.83636474609375,False
"Q-ascent, lr=0.2",48,4,-10.414151191711426,False
"Q-ascent, lr=0.2",48,5,-10.662986755371094,False
"Q-ascent, lr=0.2",48,6,-10.715473175048828,False
"Q-ascent, lr=0.2",49,1,-1.6758980751037598,False
"Q-ascent, lr=0.2",49,2,-6.1689324378967285,False
"Q-ascent, lr=0.2",49,3,-5.695559024810791,False
"Q-ascent, lr=0.2",49,4,-7.0139641761779785,False
"Q-ascent, lr=0.2",49,5,-6.286823272705078,False
"Q-ascent, lr=0.2",49,6,-6.211876392364502,False
"Q-ascent, lr=0.2",50,1,-7.78385591506958,False
"Q-ascent, lr=0.2",50,2,-8.231165885925293,False
"Q-ascent, lr=0.2",50,3,-7.991690635681152,False
"Q-ascent, lr=0.2",50,4,-7.637722015380859,False
"Q-ascent, lr=0.2",50,5,-7.0498270988464355,False
"Q-ascent, lr=0.2",50,6,-7.801935195922852,False
"Q-ascent, lr=0.2",51,1,-2.0914430618286133,True
"Q-ascent, lr=0.2",51,2,7.569761276245117,True
"Q-ascent, lr=0.2",51,3,7.583859443664551,True
"Q-ascent, lr=0.2",51,4,7.583610534667969,True
"Q-ascent, lr=0.2",51,5,7.596395492553711,True
"Q-ascent, lr=0.2",51,6,7.567559242248535,True
"Q-ascent, lr=0.2",52,1,-6.182817459106445,False
"Q-ascent, lr=0.2",52,2,-8.486377716064453,False
"Q-ascent, lr=0.2",52,3,-7.877799034118652,False
"Q-ascent, lr=0.2",52,4,-8.227813720703125,False
"Q-ascent, lr=0.2",52,5,-6.712253570556641,False
"Q-ascent, lr=0.2",52,6,-8.010757446289062,False
"Q-ascent, lr=0.2",53,1,-11.047273635864258,True
"Q-ascent, lr=0.2",53,2,-9.369260787963867,True
"Q-ascent, lr=0.2",53,3,-7.580991744995117,True
"Q-ascent, lr=0.2",53,4,-5.208884239196777,True
"Q-ascent, lr=0.2",53,5,7.172684669494629,True
"Q-ascent, lr=0.2",53,6,7.330325126647949,True
"Q-ascent, lr=0.2",54,1,-9.341193199157715,False
"Q-ascent, lr=0.2",54,2,-10.393522262573242,False
"Q-ascent, lr=0.2",54,3,-10.75700855255127,False
"Q-ascent, lr=0.2",54,4,-10.390816688537598,False
"Q-ascent, lr=0.2",54,5,-10.367314338684082,False
"Q-ascent, lr=0.2",54,6,-10.444304466247559,False
"Q-ascent, lr=0.2",55,1,-10.713199615478516,False
"Q-ascent, lr=0.2",55,2,-10.284680366516113,False
"Q-ascent, lr=0.2",55,3,-10.330358505249023,False
"Q-ascent, lr=0.2",55,4,-10.38446044921875,False
"Q-ascent, lr=0.2",55,5,-10.255983352661133,False
"Q-ascent, lr=0.2",55,6,-9.948762893676758,False
"Q-ascent, lr=0.2",56,1,-8.616153717041016,False
"Q-ascent, lr=0.2",56,2,-8.676084518432617,False
"Q-ascent, lr=0.2",56,3,-8.343703269958496,False
"Q-ascent, lr=0.2",56,4,-8.718666076660156,False
"Q-ascent, lr=0.2",56,5,-8.471136093139648,False
"Q-ascent, lr=0.2",56,6,-8.636327743530273,False
"Q-ascent, lr=0.2",57,1,-4.1485090255737305,True
"Q-ascent, lr=0.2",57,2,5.842507362365723,True
"Q-ascent, lr=0.2",57,3,7.752236366271973,True
"Q-ascent, lr=0.2",57,4,7.775528907775879,True
"Q-ascent, lr=0.2",57,5,7.789177894592285,True
"Q-ascent, lr=0.2",57,6,7.781449317932129,True
"Q-ascent, lr=0.2",58,1,-3.4139773845672607,True
"Q-ascent, lr=0.2",58,2,6.986777305603027,True
"Q-ascent, lr=0.2",58,3,7.445073127746582,True
"Q-ascent, lr=0.2",58,4,7.43125057220459,True
"Q-ascent, lr=0.2",58,5,7.443417549133301,True
"Q-ascent, lr=0.2",58,6,7.4486188888549805,True
"Q-ascent, lr=0.2",59,1,-9.03255844116211,False
"Q-ascent, lr=0.2",59,2,-7.591091156005859,False
"Q-ascent, lr=0.2",59,3,-7.9637017250061035,False
"Q-ascent, lr=0.2",59,4,-7.680368423461914,False
"Q-ascent, lr=0.2",59,5,-7.72491979598999,False
"Q-ascent, lr=0.2",59,6,-7.136932373046875,False
"Q-ascent, lr=0.2",60,1,-8.484150886535645,True
"Q-ascent, lr=0.2",60,2,8.057770729064941,True
"Q-ascent, lr=0.2",60,3,8.008294105529785,True
"Q-ascent, lr=0.2",60,4,8.013453483581543,True
"Q-ascent, lr=0.2",60,5,8.025795936584473,True
"Q-ascent, lr=0.2",60,6,8.020258903503418,True
"Q-ascent, lr=0.2",61,1,-3.463217258453369,True
"Q-ascent, lr=0.2",61,2,7.877549171447754,True
"Q-ascent, lr=0.2",61,3,7.8639326095581055,True
"Q-ascent, lr=0.2",61,4,7.858280181884766,True
"Q-ascent, lr=0.2",61,5,7.856443405151367,True
"Q-ascent, lr=0.2",61,6,7.856005668640137,True
"Q-ascent, lr=0.2",62,1,-8.803089141845703,False
"Q-ascent, lr=0.2",62,2,-10.417826652526855,False
"Q-ascent, lr=0.2",62,3,-10.081133842468262,False
"Q-ascent, lr=0.2",62,4,-10.564430236816406,False
"Q-ascent, lr=0.2",62,5,-10.813825607299805,False
"Q-ascent, lr=0.2",62,6,-10.115293502807617,False
"Q-ascent, lr=0.2",63,1,-7.542814254760742,False
"Q-ascent, lr=0.2",63,2,-7.386373043060303,False
"Q-ascent, lr=0.2",63,3,-6.6910881996154785,False
"Q-ascent, lr=0.2",63,4,-7.051427841186523,False
"Q-ascent, lr=0.2",63,5,-7.01565408706665,False
"Q-ascent, lr=0.2",63,6,-6.875307083129883,False
"Q-ascent, lr=0.2",64,1,-9.512789726257324,False
"Q-ascent, lr=0.2",64,2,-9.018856048583984,False
"Q-ascent, lr=0.2",64,3,-9.383699417114258,False
"Q-ascent, lr=0.2",64,4,-9.171531677246094,False
"Q-ascent, lr=0.2",64,5,-9.105597496032715,False
"Q-ascent, lr=0.2",64,6,-8.917549133300781,False
"Q-ascent, lr=0.2",65,1,-9.584230422973633,False
"Q-ascent, lr=0.2",65,2,-9.377800941467285,False
"Q-ascent, lr=0.2",65,3,-9.2586669921875,False
"Q-ascent, lr=0.2",65,4,-8.80612564086914,False
"Q-ascent, lr=0.2",65,5,-9.589436531066895,False
"Q-ascent, lr=0.2",65,6,-9.319287300109863,False
"Q-ascent, lr=0.2",66,1,-5.951688766479492,False
"Q-ascent, lr=0.2",66,2,-8.938304901123047,False
"Q-ascent, lr=0.2",66,3,-7.992860794067383,False
"Q-ascent, lr=0.2",66,4,-9.11130428314209,False
"Q-ascent, lr=0.2",66,5,-7.7204790115356445,False
"Q-ascent, lr=0.2",66,6,-7.814723968505859,False
"Q-ascent, lr=0.2",67,1,-6.217652320861816,False
"Q-ascent, lr=0.2",67,2,-8.014311790466309,False
"Q-ascent, lr=0.2",67,3,-7.3819146156311035,False
"Q-ascent, lr=0.2",67,4,-7.618113994598389,False
"Q-ascent, lr=0.2",67,5,-8.276715278625488,False
"Q-ascent, lr=0.2",67,6,-7.734462261199951,False
"Q-ascent, lr=0.2",68,1,-9.01388931274414,False
"Q-ascent, lr=0.2",68,2,-10.895956039428711,False
"Q-ascent, lr=0.2",68,3,-10.39901351928711,False
"Q-ascent, lr=0.2",68,4,-10.361536979675293,False
"Q-ascent, lr=0.2",68,5,-10.246909141540527,False
"Q-ascent, lr=0.2",68,6,-10.734855651855469,False
"Q-ascent, lr=0.2",69,1,-10.515307426452637,False
"Q-ascent, lr=0.2",69,2,-10.615800857543945,False
"Q-ascent, lr=0.2",69,3,-10.208032608032227,False
"Q-ascent, lr=0.2",69,4,-10.09846305847168,False
"Q-ascent, lr=0.2",69,5,-9.893184661865234,False
"Q-ascent, lr=0.2",69,6,-10.600445747375488,False
"Q-ascent, lr=0.2",70,1,-6.276000499725342,True
"Q-ascent, lr=0.2",70,2,-7.652015209197998,True
"Q-ascent, lr=0.2",70,3,7.445704460144043,True
"Q-ascent, lr=0.2",70,4,7.027873992919922,True
"Q-ascent, lr=0.2",70,5,7.037467956542969,True
"Q-ascent, lr=0.2",70,6,7.058346748352051,True
"Q-ascent, lr=0.2",71,1,-10.76483154296875,False
"Q-ascent, lr=0.2",71,2,-10.119654655456543,False
"Q-ascent, lr=0.2",71,3,-9.327603340148926,False
"Q-ascent, lr=0.2",71,4,-11.077502250671387,False
"Q-ascent, lr=0.2",71,5,-9.486893653869629,False
"Q-ascent, lr=0.2",71,6,-10.887581825256348,False
"Q-ascent, lr=0.2",72,1,-2.5861728191375732,False
"Q-ascent, lr=0.2",72,2,-10.177421569824219,False
"Q-ascent, lr=0.2",72,3,-10.34498405456543,False
"Q-ascent, lr=0.2",72,4,-10.022927284240723,False
"Q-ascent, lr=0.2",72,5,-10.666681289672852,False
"Q-ascent, lr=0.2",72,6,-9.903314590454102,False
"Q-ascent, lr=0.2",73,1,-10.208251953125,False
"Q-ascent, lr=0.2",73,2,-9.047648429870605,False
"Q-ascent, lr=0.2",73,3,-10.251175880432129,False
"Q-ascent, lr=0.2",73,4,-9.523826599121094,False
"Q-ascent, lr=0.2",73,5,-10.187165260314941,False
"Q-ascent, lr=0.2",73,6,-9.178645133972168,False
"Q-ascent, lr=0.2",74,1,-8.730339050292969,False
"Q-ascent, lr=0.2",74,2,-6.711730480194092,False
"Q-ascent, lr=0.2",74,3,-3.906132221221924,False
"Q-ascent, lr=0.2",74,4,-6.321526527404785,False
"Q-ascent, lr=0.2",74,5,-8.076757431030273,False
"Q-ascent, lr=0.2",74,6,-6.412234306335449,False
"Q-ascent, lr=0.2",75,1,-9.790857315063477,False
"Q-ascent, lr=0.2",75,2,-11.069859504699707,False
"Q-ascent, lr=0.2",75,3,-9.25965690612793,False
"Q-ascent, lr=0.2",75,4,-10.557669639587402,False
"Q-ascent, lr=0.2",75,5,-9.600322723388672,False
"Q-ascent, lr=0.2",75,6,-10.411609649658203,False
"Q-ascent, lr=0.2",76,1,-5.588586807250977,True
"Q-ascent, lr=0.2",76,2,7.125229835510254,True
"Q-ascent, lr=0.2",76,3,7.188982963562012,True
"Q-ascent, lr=0.2",76,4,7.184670448303223,True
"Q-ascent, lr=0.2",76,5,7.204854965209961,True
"Q-ascent, lr=0.2",76,6,7.178953170776367,True
"Q-ascent, lr=0.2",77,1,-9.665595054626465,False
"Q-ascent, lr=0.2",77,2,-11.445256233215332,False
"Q-ascent, lr=0.2",77,3,-12.000364303588867,False
"Q-ascent, lr=0.2",77,4,-10.908187866210938,False
"Q-ascent, lr=0.2",77,5,-10.796760559082031,False
"Q-ascent, lr=0.2",77,6,-11.130596160888672,False
"Q-ascent, lr=0.2",78,1,-7.406727313995361,False
"Q-ascent, lr=0.2",78,2,-8.286521911621094,False
"Q-ascent, lr=0.2",78,3,-8.084664344787598,False
"Q-ascent, lr=0.2",78,4,-7.860690116882324,False
"Q-ascent, lr=0.2",78,5,-8.371909141540527,False
"Q-ascent, lr=0.2",78,6,-7.724489688873291,False
"Q-ascent, lr=0.2",79,1,-10.731661796569824,False
"Q-ascent, lr=0.2",79,2,-8.812447547912598,False
"Q-ascent, lr=0.2",79,3,-9.644974708557129,False
"Q-ascent, lr=0.2",79,4,-10.127541542053223,False
"Q-ascent, lr=0.2",79,5,-9.620636940002441,False
"Q-ascent, lr=0.2",79,6,-10.628022193908691,False
"Q-ascent, lr=0.2",80,1,-7.967607498168945,False
"Q-ascent, lr=0.2",80,2,-11.116929054260254,False
"Q-ascent, lr=0.2",80,3,-10.858785629272461,False
"Q-ascent, lr=0.2",80,4,-10.840256690979004,False
"Q-ascent, lr=0.2",80,5,-11.026622772216797,False
"Q-ascent, lr=0.2",80,6,-10.743026733398438,False
"Q-ascent, lr=0.2",81,1,-10.563268661499023,False
"Q-ascent, lr=0.2",81,2,-10.889850616455078,False
"Q-ascent, lr=0.2",81,3,-10.400045394897461,False
"Q-ascent, lr=0.2",81,4,-10.911761283874512,False
"Q-ascent, lr=0.2",81,5,-10.418356895446777,False
"Q-ascent, lr=0.2",81,6,-10.852025985717773,False
"Q-ascent, lr=0.2",82,1,-10.861371994018555,False
"Q-ascent, lr=0.2",82,2,-10.67265510559082,False
"Q-ascent, lr=0.2",82,3,-10.826096534729004,False
"Q-ascent, lr=0.2",82,4,-10.395256042480469,False
"Q-ascent, lr=0.2",82,5,-10.792548179626465,False
"Q-ascent, lr=0.2",82,6,-10.344426155090332,False
"Q-ascent, lr=0.2",83,1,-10.992134094238281,False
"Q-ascent, lr=0.2",83,2,-10.010408401489258,False
"Q-ascent, lr=0.2",83,3,-10.12773323059082,False
"Q-ascent, lr=0.2",83,4,-10.18917465209961,False
"Q-ascent, lr=0.2",83,5,-10.373611450195312,False
"Q-ascent, lr=0.2",83,6,-9.808969497680664,False
"Q-ascent, lr=0.2",84,1,-10.198362350463867,False
"Q-ascent, lr=0.2",84,2,-9.924016952514648,False
"Q-ascent, lr=0.2",84,3,-9.888256072998047,False
"Q-ascent, lr=0.2",84,4,-9.856001853942871,False
"Q-ascent, lr=0.2",84,5,-10.021124839782715,False
"Q-ascent, lr=0.2",84,6,-9.689345359802246,False
"Q-ascent, lr=0.2",85,1,-7.997807025909424,False
"Q-ascent, lr=0.2",85,2,-7.803868770599365,False
"Q-ascent, lr=0.2",85,3,-9.13334846496582,False
"Q-ascent, lr=0.2",85,4,-8.116683006286621,False
"Q-ascent, lr=0.2",85,5,-8.68101692199707,False
"Q-ascent, lr=0.2",85,6,-8.599824905395508,False
"Q-ascent, lr=0.2",86,1,6.805706977844238,True
"Q-ascent, lr=0.2",86,2,7.866535186767578,True
"Q-ascent, lr=0.2",86,3,7.913281440734863,True
"Q-ascent, lr=0.2",86,4,7.905739784240723,True
"Q-ascent, lr=0.2",86,5,7.907937049865723,True
"Q-ascent, lr=0.2",86,6,7.900018692016602,True
"Q-ascent, lr=0.2",87,1,-11.025236129760742,False
"Q-ascent, lr=0.2",87,2,-9.570408821105957,False
"Q-ascent, lr=0.2",87,3,-10.338642120361328,False
"Q-ascent, lr=0.2",87,4,-10.010553359985352,False
"Q-ascent, lr=0.2",87,5,-9.874217987060547,False
"Q-ascent, lr=0.2",87,6,-10.00894546508789,False
"Q-ascent, lr=0.2",88,1,-10.739326477050781,False
"Q-ascent, lr=0.2",88,2,-10.14605712890625,False
"Q-ascent, lr=0.2",88,3,-10.360953330993652,False
"Q-ascent, lr=0.2",88,4,-10.895784378051758,False
"Q-ascent, lr=0.2",88,5,-10.31295394897461,False
"Q-ascent, lr=0.2",88,6,-10.251601219177246,False
"Q-ascent, lr=0.2",89,1,-8.536664962768555,False
"Q-ascent, lr=0.2",89,2,-7.371915817260742,False
"Q-ascent, lr=0.2",89,3,-7.909400463104248,False
"Q-ascent, lr=0.2",89,4,-5.551576137542725,False
"Q-ascent, lr=0.2",89,5,-7.982071876525879,False
"Q-ascent, lr=0.2",89,6,-4.145961284637451,False
"Q-ascent, lr=0.2",90,1,-11.10338020324707,False
"Q-ascent, lr=0.2",90,2,-11.197738647460938,False
"Q-ascent, lr=0.2",90,3,-11.048526763916016,False
"Q-ascent, lr=0.2",90,4,-11.229832649230957,False
"Q-ascent, lr=0.2",90,5,-11.395440101623535,False
"Q-ascent, lr=0.2",90,6,-10.904962539672852,False
"Q-ascent, lr=0.2",91,1,-8.183806419372559,False
"Q-ascent, lr=0.2",91,2,-11.209630966186523,False
"Q-ascent, lr=0.2",91,3,-10.414727210998535,False
"Q-ascent, lr=0.2",91,4,-10.08842658996582,False
"Q-ascent, lr=0.2",91,5,-11.717544555664062,False
"Q-ascent, lr=0.2",91,6,-10.9987154006958,False
"Q-ascent, lr=0.2",92,1,-9.181968688964844,False
"Q-ascent, lr=0.2",92,2,-10.576862335205078,False
"Q-ascent, lr=0.2",92,3,-10.38227653503418,False
"Q-ascent, lr=0.2",92,4,-10.188507080078125,False
"Q-ascent, lr=0.2",92,5,-11.06249713897705,False
"Q-ascent, lr=0.2",92,6,-10.060450553894043,False
"Q-ascent, lr=0.2",93,1,-8.142393112182617,False
"Q-ascent, lr=0.2",93,2,-11.475136756896973,False
"Q-ascent, lr=0.2",93,3,-11.670763969421387,False
"Q-ascent, lr=0.2",93,4,-11.2726469039917,False
"Q-ascent, lr=0.2",93,5,-11.150890350341797,False
"Q-ascent, lr=0.2",93,6,-11.871002197265625,False
"Q-ascent, lr=0.2",94,1,-8.873923301696777,False
"Q-ascent, lr=0.2",94,2,-7.3583478927612305,False
"Q-ascent, lr=0.2",94,3,-7.5810370445251465,False
"Q-ascent, lr=0.2",94,4,-7.4689621925354,False
"Q-ascent, lr=0.2",94,5,-7.469266891479492,False
"Q-ascent, lr=0.2",94,6,-7.47607946395874,False
"Q-ascent, lr=0.2",95,1,-9.429305076599121,False
"Q-ascent, lr=0.2",95,2,-8.646686553955078,False
"Q-ascent, lr=0.2",95,3,-10.679703712463379,False
